university,enrollment,first.gen,year,num.courses,faculty,race,other.race,alcohol,social.network,sleep,enough.sleep,exercise,diet,GPA.range,gender,age,disability,PSS_1,PSS_2,PSS_3,PSS_4,PSS_5,PSS_6,PSS_7,PSS_8,PSS_9,PSS_10,RSES_1,RSES_2,RSES_3,RSES_4,RSES_5,RSES_6,RSES_7,RSES_8,RSES_9,RSES_10,GSE_1,GSE_2,GSE_3,GSE_4,GSE_5,GSE_6,GSE_7,GSE_8,GSE_9,GSE_10,LOTR_1,LOTR_3,LOTR_4,LOTR_7,LOTR_9,LOTR_10,SWLS_1,SWLS_2,SWLS_3,SWLS_4,SWLS_5,GSQA_1,GSQA_2,GSQA_3,GSQA_4,GSQA_5,GSQA_6,GSQA_7,GSQB_1,GSQB_2,GSQB_3,GSQB_4,GSQB_5,GSQB_6,GSQB_7,GSQC_1,GSQC_2,GSQC_3,GSQC_4,GSQC_5,GSQC_6,GSQC_7,PSS.total,RSES.total,GSE.total,LOTR.total,SWLS.total,GHQ.total,PSS.help,PSS.eff,GHQa.total,QHQb.total,GHQc.total,replicate,living,covid.test,phys.class,online.class
1,1,2,1,6,3,1,,1,3,3,2,1,2,,female,18,2,2,2,3,1,2,1,1,2,1,2,3,3,2,3,2,3,2,2,3,3,3,2,2,3,3,3,3,2,3,3,1,0,1,0,3,3,5,5,5,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,17,26,27,8,16,6,6,11,1,0,5,b,,,,
1,1,1,1,6,2,6,,1,3,3,1,1,2,,female,18,2,2,2,4,3,2,2,1,3,0,3,3,3,2,2,1,2,2,1,2,2,2,3,2,2,2,3,2,3,3,2,0,3,1,2,3,1,3,2,3,2,5,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,22,20,24,10,25,14,9,13,4,6,4,b,,,,
1,1,2,1,6,6,4,,2,3,2,2,1,2,,female,18,2,3,3,3,3,2,3,2,2,3,2,3,3,0,3,2,3,2,0,1,1,3,2,3,2,2,3,2,3,2,2,0,2,2,1,1,2,3,3,4,2,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,26,18,24,8,25,9,9,17,1,5,3,b,,,,
1,1,1,2,5,2,5,,1,3,3,1,1,1,2,female,21,2,2,2,4,2,2,3,2,1,2,2,3,4,2,3,2,3,3,1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,4,4,3,3,4,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,22,25,30,14,22,10,7,15,4,5,1,b,,,,
1,1,3,1,6,3,5,,1,4,2,2,1,3,,female,19,2,3,1,2,2,2,2,2,2,2,2,3,3,1,2,1,2,2,1,1,1,3,2,2,3,2,3,3,3,3,2,2,0,1,1,1,1,6,6,5,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,20,17,26,6,15,4,8,12,1,0,3,b,,,,
1,1,2,1,6,6,6,,1,3,2,1,1,3,,female,18,2,3,2,3,2,3,2,1,2,2,1,3,3,1,2,2,3,3,1,1,2,3,2,4,2,2,3,2,3,2,3,1,1,2,1,2,3,3,2,2,3,2,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,21,21,26,10,28,13,8,13,5,2,6,b,,,,
1,1,1,1,6,3,"1,5",,1,3,2,1,1,2,,male,18,2,2,3,3,2,2,1,3,2,3,3,3,3,3,3,2,3,4,0,1,2,3,2,3,3,4,4,3,3,4,3,4,3,3,3,2,1,4,5,3,6,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,24,24,32,16,18,11,9,15,0,5,6,b,,,,
1,1,1,1,6,3,4,,2,4,3,1,1,1,,female,18,2,1,2,4,3,1,3,2,4,0,1,2,1,1,1,2,2,3,1,2,3,2,3,2,2,2,3,3,1,4,2,3,2,2,3,0,0,4,3,3,2,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,21,18,24,10,23,5,10,11,2,1,2,b,,,,
1,1,1,1,6,3,4,,2,4,3,1,1,1,,female,18,2,4,3,3,2,0,4,3,3,2,3,2,3,1,3,2,2,4,0,2,2,4,4,3,4,2,3,3,2,2,3,2,1,3,1,1,4,4,5,3,3,2,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,27,21,30,12,23,6,8,19,3,2,1,b,,,,
1,1,1,1,6,3,5,,1,3,4,1,1,2,,female,18,2,3,3,4,2,3,2,2,2,3,3,3,2,2,3,1,2,3,1,1,1,3,2,2,3,3,3,3,3,3,3,1,2,1,2,3,2,3,3,2,2,3,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,27,19,28,11,27,17,9,18,4,7,6,b,,,,
1,1,2,1,6,3,6,,6,3,2,2,1,2,,female,18,2,3,2,4,1,2,3,1,2,2,3,3,3,2,3,2,3,3,0,1,1,3,3,2,3,3,2,2,2,3,3,3,2,3,3,3,3,2,2,2,3,4,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,23,21,26,17,27,11,6,17,4,5,2,b,,,,
1,1,1,3,6,6,2,,1,3,1,1,1,2,3,female,27,3,3,3,3,3,3,2,2,2,2,2,3,3,2,4,2,3,3,1,1,1,4,3,4,3,4,4,4,4,4,4,1,2,3,2,3,2,4,6,4,6,6,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,25,23,38,13,14,14,10,15,5,5,4,b,,,,
1,1,1,1,6,3,"1,6",,1,3,3,1,1,2,,female,18,2,3,3,4,2,3,2,2,2,3,3,4,4,1,3,1,2,2,0,1,1,3,2,3,3,3,3,2,2,3,2,1,0,1,0,2,2,5,5,3,5,5,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,27,19,26,6,17,13,9,18,2,4,7,b,,,,
1,1,2,1,6,7,"4,6",,2,3,2,1,1,2,,female,18,2,4,4,4,1,3,1,1,1,4,3,3,2,2,3,2,2,3,1,1,2,3,2,3,3,3,3,3,3,3,3,0,1,1,1,1,0,2,2,3,2,3,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,26,21,29,4,28,12,6,20,4,3,5,b,,,,
1,1,2,1,6,2,6,,2,3,3,1,1,1,,female,18,2,3,4,4,3,3,4,3,3,3,4,2,2,2,3,1,2,1,1,1,1,3,3,2,1,2,3,1,2,2,2,0,1,1,1,1,1,3,3,5,5,6,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,34,16,21,5,18,20,12,22,7,6,7,b,,,,
1,1,2,1,6,3,1,,1,3,4,1,1,2,,male,18,2,2,2,1,1,1,3,2,0,3,3,3,3,3,4,3,4,4,2,3,3,4,3,4,2,3,4,4,3,4,4,4,3,4,0,3,3,1,2,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,32,35,17,33,2,4,14,1,1,0,b,,,,
1,1,2,2,6,3,5,,2,4,2,1,1,2,3,female,19,2,3,2,3,0,2,3,1,2,1,2,3,3,1,3,2,3,2,1,0,1,3,3,3,3,4,4,4,4,4,3,3,1,1,0,1,2,3,3,5,2,5,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,19,19,35,8,22,16,5,14,7,4,5,b,,,,
1,1,1,1,6,3,1,,1,3,3,1,1,3,,female,19,2,2,2,3,2,4,2,2,2,2,3,2,2,1,1,0,2,2,1,1,1,2,1,3,3,3,3,2,2,3,3,1,1,1,0,1,1,5,4,6,7,7,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,24,13,25,5,11,7,10,14,0,3,4,b,,,,
1,1,2,1,6,3,8,Latino,2,4,2,2,1,2,,female,18,2,1,2,3,2,2,1,1,1,3,3,3,3,2,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,5,3,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,19,25,30,16,24,15,6,13,4,5,6,b,,,,
1,1,2,1,6,2,6,,2,3,2,1,2,3,,female,18,2,3,2,4,1,2,1,3,1,0,0,1,1,2,1,2,1,1,2,2,2,4,3,4,4,4,4,4,4,4,4,2,1,2,2,2,2,2,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,17,15,39,11,29,8,7,10,1,1,6,b,,,,
1,1,2,1,7,3,2,,1,4,2,2,1,2,,female,18,2,2,2,3,1,3,2,2,2,1,1,3,4,2,3,3,3,3,1,2,2,3,1,3,3,3,3,3,3,3,3,1,2,2,2,3,2,4,4,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,26,28,12,19,1,8,11,0,0,1,b,,,,
1,1,2,1,6,3,5,,1,3,3,1,1,2,,female,18,2,3,4,3,1,2,3,2,1,4,2,2,3,2,3,1,2,2,1,0,1,3,3,4,3,4,4,3,3,4,3,0,3,2,2,1,2,5,2,3,3,7,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,25,17,34,10,20,8,6,19,1,5,2,b,,,,
1,1,2,1,6,2,6,,1,3,2,2,2,4,,female,18,2,2,4,4,2,1,2,1,2,1,1,4,4,3,4,3,3,4,1,2,3,4,3,3,3,3,4,3,3,4,4,0,1,4,3,3,3,2,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,20,31,34,14,30,5,6,14,1,0,4,b,,,,
1,1,2,1,6,3,2,,1,4,2,2,1,2,,female,18,2,1,3,3,1,2,1,2,1,2,2,4,4,2,4,2,4,4,2,2,2,4,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,18,30,32,22,19,8,6,12,1,2,5,b,,,,
1,1,2,1,6,12,6,,2,4,2,2,2,1,,female,19,2,4,2,4,3,2,4,2,1,4,4,3,3,2,3,2,3,3,1,1,1,4,4,4,4,4,4,4,4,4,4,3,0,4,2,1,3,2,2,2,2,2,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,30,22,40,13,30,12,8,22,2,5,5,b,,,,
1,1,2,1,6,3,1,,1,3,3,2,1,2,,female,18,2,2,2,2,2,2,2,2,2,1,2,3,3,2,3,3,3,3,1,1,1,3,3,2,3,3,4,3,3,3,3,2,2,2,2,3,3,4,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,19,23,30,14,28,9,8,11,1,2,6,b,,,,
1,1,2,1,6,3,1,,1,1,3,1,1,1,,female,18,2,0,2,2,2,2,1,2,3,2,1,2,3,2,2,1,2,1,1,1,1,2,3,2,2,2,3,2,2,3,2,3,1,1,3,2,3,1,2,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,17,16,23,13,26,6,9,8,0,0,6,b,,,,
1,"1,5",1,1,6,3,1,,1,3,2,2,1,1,,female,18,2,3,2,3,3,3,2,1,2,0,3,3,3,2,2,2,3,3,0,1,1,3,2,3,2,2,4,2,2,3,2,3,0,2,0,1,0,6,4,3,4,7,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,22,20,25,6,16,12,9,13,4,2,6,b,,,,
1,1,2,1,6,7,1,,1,3,3,1,1,2,,female,18,2,1,2,4,2,2,2,3,2,1,1,2,1,1,2,1,2,2,0,1,1,4,2,3,3,3,4,3,4,4,3,1,2,1,1,1,1,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,20,13,33,7,27,7,9,11,1,0,6,b,,,,
1,1,2,1,6,3,6,,2,3,2,2,1,2,,female,18,2,4,3,3,1,3,2,2,4,3,2,4,4,2,3,2,2,3,1,0,2,3,1,3,2,1,3,1,3,2,1,1,0,2,1,1,1,6,5,5,3,5,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,27,23,20,6,16,13,10,17,5,5,3,b,,,,
1,1,2,1,6,3,6,,2,2,2,2,1,1,,female,18,2,4,4,4,2,4,4,3,2,3,3,3,3,0,3,1,2,2,1,0,1,3,3,3,2,2,3,1,2,3,2,1,0,1,0,0,0,6,6,6,6,4,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,33,16,24,2,12,16,11,22,5,4,7,b,,,,
1,1,2,1,6,7,1,,1,3,3,1,1,2,,female,18,2,1,3,4,2,2,1,3,2,1,1,2,2,1,2,1,2,2,1,1,1,4,2,3,3,3,3,3,4,4,3,0,2,1,1,1,1,3,3,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,20,15,32,6,23,7,9,11,1,0,6,b,,,,
1,1,2,1,6,2,6,,2,4,1,2,1,2,,female,18,2,1,4,4,2,3,3,2,3,4,2,4,4,0,3,1,1,2,0,0,0,4,4,3,3,3,4,3,4,4,3,0,1,0,0,1,0,6,3,6,7,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,28,15,35,2,11,6,10,18,2,1,3,b,,,,
1,1,2,1,6,3,6,,1,3,3,1,2,3,,female,18,2,1,1,2,1,1,3,0,1,1,1,4,4,3,4,3,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,12,35,39,21,35,6,3,9,0,0,6,b,,,,
1,"1,7",1,1,4,3,6,,1,3,3,1,1,3,,female,20,2,2,2,4,1,2,2,2,2,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,2,2,2,3,2,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,23,26,27,17,29,14,7,16,5,4,5,b,,,,
1,1,2,1,6,3,"4,6",,2,4,3,1,1,2,,female,18,2,2,3,2,0,1,1,1,1,1,2,4,4,2,3,2,3,3,2,1,1,4,3,3,3,3,4,3,4,4,4,1,1,1,1,1,1,3,2,3,2,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,14,25,35,6,25,5,3,11,2,0,3,b,,,,
1,1,2,1,6,2,5,,2,3,3,2,1,2,,female,19,2,3,3,4,0,2,1,1,2,3,2,4,4,2,3,2,4,2,1,2,2,4,3,4,3,4,4,4,4,4,4,2,1,3,2,2,2,3,4,3,5,5,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,21,26,38,12,20,9,5,16,2,3,4,b,,,,
1,1,2,1,6,6,1,,1,3,3,2,2,3,,unknown,18,2,2,3,3,2,2,1,1,1,3,0,4,4,1,3,2,3,2,0,1,1,3,2,3,3,3,4,3,2,2,3,1,1,1,1,1,2,3,1,3,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,18,21,28,7,25,6,6,12,2,0,4,b,,,,
1,1,2,1,6,3,1,,2,3,3,2,1,2,,female,18,2,4,4,4,2,1,3,2,1,2,3,3,3,1,3,2,3,3,1,1,1,3,2,2,3,3,3,2,2,2,2,3,1,2,2,1,3,2,1,2,2,3,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,26,21,24,12,30,9,6,20,1,5,3,b,,,,
1,1,2,1,6,2,6,,1,3,3,2,1,2,,female,18,2,0,4,3,2,2,2,1,3,2,4,4,3,2,3,2,3,3,2,1,1,2,2,2,3,3,2,3,2,3,3,4,2,3,2,3,3,2,2,2,2,2,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,23,24,25,17,30,13,8,15,4,2,7,b,,,,
1,1,2,1,6,3,5,,1,4,3,1,1,2,,female,18,2,2,2,4,1,2,1,0,2,0,0,4,4,3,3,1,3,2,3,2,2,3,3,3,3,3,4,4,4,3,3,1,2,3,3,3,2,2,2,3,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,14,27,33,14,28,5,5,9,1,1,3,b,,,,
1,1,2,1,6,12,1,,1,3,2,2,1,2,,female,19,2,3,3,4,2,2,3,3,3,4,4,3,3,1,3,2,2,3,0,0,0,3,4,3,2,3,3,2,2,3,2,1,0,1,1,1,3,2,5,2,2,5,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,31,17,27,7,24,14,10,21,5,7,2,b,,,,
1,1,2,1,6,2,3,,1,2,2,2,1,1,,unknown,18,2,2,4,4,3,3,3,2,3,1,4,1,1,0,2,0,1,1,0,0,0,3,2,1,1,1,4,1,2,1,1,0,1,0,3,2,0,7,3,6,7,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,6,17,6,14,18,11,18,4,7,7,b,,,,
1,1,2,1,6,3,1,,1,3,3,2,2,2,,male,18,2,3,2,3,2,2,1,1,3,2,1,3,3,2,3,2,2,3,1,1,1,3,2,1,2,2,3,2,3,3,3,1,2,1,3,2,3,4,3,3,5,6,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,20,21,24,12,19,10,8,12,1,4,5,b,,,,
1,1,2,1,6,3,6,,1,3,2,2,2,2,,female,18,2,3,3,4,3,3,4,3,0,4,4,2,2,1,2,1,2,2,1,1,1,3,2,2,2,3,3,3,3,3,2,1,1,3,1,1,2,3,2,3,3,4,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,31,15,26,9,25,19,9,22,6,6,7,b,,,,
1,1,2,1,6,3,6,,1,3,2,2,1,2,,female,18,1,3,3,4,3,3,3,3,4,4,4,3,2,0,1,0,1,2,2,0,0,2,1,3,1,1,3,2,1,3,1,2,4,1,0,0,0,3,5,5,3,3,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,34,11,18,7,21,16,13,21,5,6,5,b,,,,
1,1,2,1,6,3,5,,1,1,2,2,1,2,,female,19,2,3,3,4,3,2,4,2,4,3,4,3,3,3,3,1,2,1,1,1,0,3,2,3,3,2,3,3,3,2,3,3,2,0,2,4,2,3,4,2,3,3,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,32,18,27,13,25,17,11,21,5,7,5,b,,,,
1,1,2,1,6,3,6,,1,4,3,2,1,3,,female,18,2,1,1,2,1,0,1,0,1,1,1,3,3,2,3,2,3,3,1,2,2,3,2,3,4,4,4,4,4,4,4,1,3,4,4,4,4,2,1,2,2,5,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,9,24,36,20,28,6,2,7,3,3,0,b,,,,
1,1,2,1,7,5,6,,1,3,2,2,2,2,,female,18,2,4,4,4,0,3,4,4,4,2,4,2,2,1,1,1,2,1,2,0,0,2,1,2,2,3,2,2,3,3,1,1,2,2,1,1,1,3,5,4,4,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,33,12,21,8,21,18,11,22,6,6,6,b,,,,
1,1,1,1,6,3,1,,1,2,3,2,1,2,,female,18,2,2,1,3,1,2,1,1,1,2,1,3,3,1,4,2,2,2,0,1,1,3,2,3,3,4,4,4,3,3,4,0,0,0,1,1,0,4,3,5,5,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,15,19,33,2,17,8,5,10,2,1,5,b,,,,
1,1,2,1,6,3,6,,1,1,3,2,1,2,,female,18,2,4,4,4,2,2,3,2,2,2,1,3,3,1,3,2,3,2,1,1,1,3,3,3,2,3,3,4,4,4,3,2,1,1,2,2,2,5,6,4,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,26,20,32,10,13,20,8,18,7,7,6,b,,,,
1,1,2,1,6,6,6,,1,4,4,1,1,2,,female,18,2,3,1,4,0,1,1,1,1,4,1,4,4,2,3,3,3,3,1,2,2,3,4,4,4,4,4,4,4,4,4,1,3,3,3,3,3,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,27,39,16,30,2,3,14,1,1,0,b,,,,
1,1,2,1,6,12,6,,2,4,3,1,1,2,,female,18,2,3,3,3,2,1,4,1,2,1,1,3,3,1,3,1,3,3,1,1,1,4,4,3,3,4,3,3,3,3,3,3,2,4,2,3,2,5,3,3,2,5,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,21,20,33,16,22,11,6,15,2,4,5,b,,,,
1,1,2,1,6,12,6,,2,3,3,1,1,2,,female,18,2,3,2,2,2,2,1,3,3,1,2,3,3,1,3,3,3,3,1,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,1,1,3,3,3,2,3,5,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,21,24,29,13,24,8,10,11,2,5,1,b,,,,
1,1,2,1,6,3,5,,2,2,2,2,1,2,,female,18,2,3,2,4,1,3,4,1,3,3,3,3,3,2,3,1,2,2,0,1,1,3,3,3,3,3,3,3,2,3,3,2,0,3,1,1,1,3,3,4,5,5,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,27,18,29,8,20,16,8,19,4,6,6,b,,,,
1,1,1,1,6,3,1,,1,4,2,2,1,2,,female,18,2,3,3,4,1,2,3,1,1,3,3,3,3,2,4,3,2,3,1,1,1,4,4,3,3,3,4,3,2,3,3,1,2,3,1,3,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,24,23,32,13,35,11,5,19,4,6,1,b,,,,
1,1,2,1,6,6,5,,1,3,2,2,1,2,,female,18,1,3,4,4,0,2,3,3,2,3,3,2,2,1,2,2,2,2,1,1,0,2,2,2,2,2,2,3,2,2,2,3,0,2,1,2,2,6,6,6,4,6,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,15,21,10,12,19,7,20,5,7,7,b,,,,
1,1,2,2,6,2,6,,1,3,2,2,3,2,3,female,20,2,1,3,4,2,2,3,3,4,1,1,3,3,1,2,1,2,1,0,1,2,3,3,2,2,3,2,2,1,3,2,1,1,1,1,1,1,6,3,5,3,5,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,24,16,23,6,18,16,11,13,4,6,6,b,,,,
1,1,2,1,7,6,1,,1,3,2,1,1,1,,female,18,2,2,2,3,2,2,3,1,2,2,4,3,3,1,3,1,3,3,0,0,0,3,2,3,2,2,3,2,2,2,2,2,2,1,2,1,2,4,3,4,3,5,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,23,17,23,10,21,15,7,16,4,5,6,b,,,,
1,1,2,1,6,3,"6,8",South-Eastern European,1,3,3,2,1,2,,male,18,2,0,0,2,1,2,1,2,2,1,0,3,3,2,3,2,3,3,1,1,2,4,3,3,3,3,4,4,4,3,4,2,1,4,2,3,3,3,2,2,5,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,11,23,35,15,26,7,7,4,3,1,3,b,,,,
1,1,2,1,6,2,6,,2,3,3,2,1,2,,female,18,2,2,2,3,3,3,1,3,3,3,3,3,2,0,3,2,2,2,0,0,1,3,3,2,2,3,3,3,3,3,3,3,1,2,3,2,1,5,3,3,3,7,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,26,15,28,12,19,14,12,14,2,5,7,b,,,,
1,1,2,1,6,7,6,,1,4,3,2,1,2,,female,18,2,1,1,2,1,1,2,1,1,1,0,4,4,2,3,2,3,3,2,1,3,3,3,3,3,3,3,2,3,4,3,3,4,4,3,3,3,2,2,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,11,27,30,20,29,3,4,7,0,1,2,b,,,,
1,1,1,1,6,6,6,,1,3,3,1,1,3,,female,18,2,4,4,4,2,3,3,3,2,4,3,4,4,3,3,2,3,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,1,3,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,32,28,29,17,28,17,10,22,4,7,6,b,,,,
1,1,2,1,6,3,6,,2,3,2,1,1,3,,female,18,2,2,3,3,1,1,2,1,1,2,2,3,3,2,3,2,3,3,1,1,2,3,3,3,3,3,4,4,3,3,4,3,1,3,1,2,3,2,2,2,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,18,23,33,13,29,4,4,14,0,4,0,b,,,,
1,1,2,1,7,5,6,,1,3,2,2,1,1,,unknown,19,2,3,4,4,2,2,2,2,2,3,3,3,4,2,3,2,2,2,1,1,2,3,2,2,3,3,3,2,3,3,3,1,1,2,1,2,3,1,2,2,2,6,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,27,22,27,10,27,13,8,19,4,3,6,b,,,,
1,1,1,1,6,3,5,,1,3,3,1,1,2,,female,18,2,3,2,3,3,1,3,3,2,3,1,3,3,2,2,2,3,3,2,1,1,2,2,2,3,3,3,3,3,2,3,1,1,2,1,1,1,3,3,2,5,4,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,24,22,26,7,23,14,9,15,5,4,5,b,,,,
1,1,2,1,6,3,6,,2,4,3,2,1,2,,female,19,2,2,2,4,1,2,1,2,2,2,2,3,3,1,3,1,3,3,1,1,1,3,3,3,2,2,2,2,2,2,2,3,1,3,1,2,2,3,3,3,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,20,20,23,12,25,16,7,13,6,7,3,b,,,,
1,1,2,1,6,1,6,,1,3,3,2,1,3,,female,18,2,2,2,3,2,1,2,2,1,2,3,4,4,3,4,3,3,3,1,1,2,3,3,3,2,3,3,2,3,3,3,4,4,4,4,4,4,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20,28,28,24,34,2,6,14,0,1,1,b,,,,
1,1,2,1,6,3,5,,1,2,2,2,1,1,,female,19,2,2,3,4,3,3,3,3,3,4,4,2,3,1,2,1,2,2,1,1,1,3,2,2,2,2,3,3,3,3,3,3,1,3,1,1,1,6,5,5,6,6,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,16,26,10,12,20,12,20,6,7,7,b,,,,
1,1,2,1,6,3,1,,1,1,3,2,1,2,,female,19,1,2,2,2,3,2,2,2,2,1,1,3,3,1,3,1,2,3,2,1,2,2,3,3,2,3,3,3,2,2,2,3,1,2,2,2,2,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,19,21,25,12,29,5,9,10,0,0,5,b,,,,
1,1,2,1,6,3,6,,2,3,3,1,2,3,,female,18,2,3,2,4,1,2,1,2,2,3,2,3,3,2,2,2,3,3,1,1,1,3,3,4,3,3,3,3,2,3,3,1,2,2,2,2,2,3,3,3,4,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,22,21,30,11,24,9,7,15,3,0,6,b,,,,
