university,enrollment,first.gen,year,num.courses,faculty,race,other.race,alcohol,social.network,sleep,enough.sleep,exercise,diet,GPA.range,gender,age,disability,PSS_1,PSS_2,PSS_3,PSS_4,PSS_5,PSS_6,PSS_7,PSS_8,PSS_9,PSS_10,RSES_1,RSES_2,RSES_3,RSES_4,RSES_5,RSES_6,RSES_7,RSES_8,RSES_9,RSES_10,GSE_1,GSE_2,GSE_3,GSE_4,GSE_5,GSE_6,GSE_7,GSE_8,GSE_9,GSE_10,LOTR_1,LOTR_3,LOTR_4,LOTR_7,LOTR_9,LOTR_10,SWLS_1,SWLS_2,SWLS_3,SWLS_4,SWLS_5,GSQA_1,GSQA_2,GSQA_3,GSQA_4,GSQA_5,GSQA_6,GSQA_7,GSQB_1,GSQB_2,GSQB_3,GSQB_4,GSQB_5,GSQB_6,GSQB_7,GSQC_1,GSQC_2,GSQC_3,GSQC_4,GSQC_5,GSQC_6,GSQC_7,PSS.total,RSES.total,GSE.total,LOTR.total,SWLS.total,GHQ.total,PSS.help,PSS.eff,GHQa.total,QHQb.total,GHQc.total,replicate,living,covid.test,phys.class,online.class
2,1,2,1,6,1,"3,6",,2,3,2,2,2,4,,female,18,2,3,2,3,1,2,1,1,2,2,2,4,4,3,4,3,4,4,3,2,2,4,3,3,2,2,3,2,2,2,2,,,,,,,4,4,3,3,4,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,19,33,25,NA,22,11,6,13,2,5,4,a,,,,
2,1,2,2,4,4,6,,2,4,3,1,3,3,2,female,20,2,1,2,2,2,2,2,2,2,2,2,4,4,2,4,3,4,3,1,1,1,3,3,3,4,4,4,4,4,4,4,,,,,,,2,3,2,2,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,19,27,37,NA,28,10,8,11,3,1,6,a,,,,
2,1,2,1,6,1,6,,1,2,3,2,2,3,,female,18,2,4,2,3,2,2,3,3,4,4,3,3,3,2,3,1,2,3,2,2,2,3,3,2,1,1,4,3,2,4,4,,,,,,,6,5,5,7,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,30,23,27,NA,12,9,11,19,1,2,6,a,,,,
2,1,2,2,6,4,6,,2,4,3,2,1,3,3,female,20,2,2,1,3,1,1,3,2,2,1,2,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,,,,,,,2,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,18,33,34,NA,32,3,6,12,0,2,1,a,,,,
2,1,2,1,6,4,2,,1,4,3,1,1,2,,female,18,2,0,4,1,2,3,2,3,3,2,2,2,1,2,3,2,1,2,1,2,2,1,2,2,3,2,2,3,2,3,3,,,,,,,2,3,3,5,4,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,22,18,23,NA,23,9,11,11,3,2,4,a,,,,
2,1,1,1,6,1,8,arab,1,2,3,1,3,2,,female,19,2,4,4,4,2,4,4,3,4,4,4,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,37,22,20,NA,15,7,13,24,1,0,6,a,,,,
2,1,1,1,6,1,8,arab,1,2,2,1,3,2,,female,19,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,1,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,,,,,,,4,4,4,4,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,20,20,30,NA,20,14,8,12,6,7,1,a,,,,
2,1,2,2,6,8,5,,1,4,1,2,1,4,4,female,19,2,2,2,3,1,1,0,2,1,2,1,3,4,2,3,2,3,3,2,3,1,3,2,3,3,3,4,3,3,4,3,,,,,,,4,2,2,4,3,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,15,26,31,NA,25,8,5,10,3,2,3,a,,,,
2,1,1,1,6,1,2,,1,3,3,1,1,3,,female,19,1,4,2,3,0,2,3,2,1,2,3,2,3,4,2,0,3,2,1,1,1,1,3,2,3,2,3,3,3,3,3,,,,,,,6,6,5,5,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,22,19,26,NA,13,17,5,17,6,7,4,a,,,,
2,1,1,1,6,3,6,,3,4,3,2,3,2,,male,18,2,2,3,4,1,1,2,1,2,2,3,4,4,3,4,2,3,2,1,1,1,3,3,2,3,3,3,3,3,3,3,,,,,,,6,6,5,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,25,29,NA,11,2,5,16,1,0,1,a,,,,
2,1,3,2,5,8,2,,1,3,2,2,1,2,4,female,19,2,1,0,3,0,2,3,0,2,0,1,4,4,3,4,3,4,4,0,3,2,3,3,3,4,2,4,4,4,4,4,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,12,31,35,NA,35,8,4,8,3,3,2,a,,,,
2,1,2,1,5,7,6,,1,2,3,1,1,1,,female,18,2,2,2,1,1,5,3,1,0,4,1,4,4,3,3,2,4,3,3,2,3,4,1,3,3,3,3,4,4,4,3,,,,,,,2,2,2,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,32,NA,27,1,7,13,1,0,0,a,,,,
2,1,1,2,6,8,4,,2,4,2,2,1,2,3,female,19,2,2,2,2,2,3,2,2,1,2,2,2,3,2,3,1,2,3,2,3,1,3,3,3,2,2,3,2,2,2,2,,,,,,,4,4,4,4,4,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,20,22,24,NA,20,18,8,12,6,6,6,a,,,,
2,1,3,1,5,8,1,,1,3,2,2,2,2,,male,19,2,2,1,3,2,3,2,2,3,2,3,3,4,3,3,3,3,3,2,3,3,2,3,3,2,2,3,3,3,3,2,,,,,,,3,2,2,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,23,30,26,NA,23,5,10,13,0,1,4,a,,,,
2,"1,5",1,1,6,1,2,,2,3,1,2,2,3,,female,19,2,3,4,3,3,3,3,3,3,3,2,2,3,2,3,2,2,2,2,1,2,3,3,3,3,3,3,3,1,3,1,,,,,,,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,30,21,26,NA,15,7,12,18,1,0,6,a,,,,
2,1,1,2,5,1,1,,1,3,3,1,2,4,2,male,20,2,0,0,0,4,0,4,3,3,2,4,3,3,2,4,0,4,2,0,2,1,3,3,3,3,3,4,3,3,3,2,,,,,,,4,1,2,3,3,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,20,21,30,NA,27,8,10,10,3,4,1,a,,,,
2,1,1,1,5,4,6,,2,3,3,1,2,2,,unknown,18,2,3,4,3,1,2,2,1,1,4,3,3,3,2,3,3,3,3,0,1,1,3,4,2,3,3,4,4,4,3,3,,,,,,,3,4,2,2,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,24,22,33,NA,27,8,5,19,4,2,2,a,,,,
2,1,2,1,6,4,6,,2,3,3,1,2,3,,male,19,2,3,1,2,1,2,1,2,1,3,1,3,4,3,3,2,3,3,1,2,2,3,3,3,3,3,4,3,2,3,3,,,,,,,3,2,2,5,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,17,26,30,NA,24,3,6,11,0,2,1,a,,,,
2,1,2,1,5,1,6,,1,3,4,1,3,2,,male,21,2,2,2,2,2,2,2,2,3,2,2,2,3,1,2,2,3,3,2,2,1,2,2,3,4,3,2,2,2,3,2,,,,,,,4,3,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,21,21,25,NA,23,7,9,12,1,0,6,a,,,,
2,1,1,1,5,1,2,,5,3,1,1,2,2,,male,20,2,0,1,1,1,3,2,2,3,3,4,2,2,2,3,1,4,1,2,1,1,2,2,2,3,3,2,2,4,3,3,,,,,,,4,3,6,3,5,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,20,19,26,NA,19,12,9,11,4,4,4,a,,,,
2,1,2,1,6,1,6,,2,3,3,1,2,2,,female,19,2,3,3,4,3,3,4,3,2,2,4,3,3,2,3,1,2,2,1,1,1,3,4,3,2,2,3,2,2,3,2,,,,,,,5,3,5,5,5,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,31,19,26,NA,17,18,11,20,6,5,7,a,,,,
2,1,2,2,5,1,4,,1,4,1,2,2,2,1,unknown,19,2,3,4,4,1,3,3,3,4,3,4,2,3,1,2,0,2,2,2,1,0,3,3,3,2,3,3,3,3,4,4,,,,,,,6,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,32,15,31,NA,19,18,11,21,7,7,4,a,,,,
2,"1,7",2,2,5,1,2,,1,2,2,2,1,1,2,female,20,2,2,4,4,2,4,1,3,4,0,0,2,2,0,3,1,3,2,0,0,0,2,2,3,2,3,2,3,3,2,3,,,,,,,1,4,5,6,5,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,24,13,25,NA,19,10,13,11,3,3,4,a,,,,
2,1,2,1,6,1,6,,2,3,3,2,1,1,,female,18,2,2,3,4,2,3,2,3,4,1,2,3,3,2,3,2,2,2,0,1,2,4,3,2,3,2,4,3,3,3,3,,,,,,,3,3,4,2,2,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,26,20,30,NA,26,15,12,14,5,3,7,a,,,,
2,1,2,1,5,8,5,,1,3,3,1,1,3,,unknown,unknown,2,2,1,2,1,2,2,2,3,1,1,3,3,2,3,2,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,,,,,,,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,31,NA,30,1,8,9,1,0,0,a,,,,
2,1,2,2,5,1,2,,1,2,2,,1,2,2,female,20,2,3,3,3,2,3,1,4,4,0,1,2,3,0,2,1,2,2,0,0,0,2,2,2,3,3,3,1,4,3,2,,,,,,,7,6,6,6,7,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,24,12,25,NA,8,16,13,11,7,3,6,a,,,,
2,2,1,3,,7,2,,1,3,4,2,1,1,1,female,22,2,1,1,1,4,2,0,0,2,4,1,4,4,3,4,3,4,4,1,3,3,4,4,2,4,4,4,1,3,4,4,,,,,,,4,5,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,33,34,NA,16,2,8,8,1,0,1,a,,,,
2,1,1,2,5,4,6,,1,3,4,1,3,4,4,female,18,2,1,0,1,0,0,0,0,2,1,0,4,4,3,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,,,,,,,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,5,35,40,NA,34,7,2,3,1,0,6,a,,,,
2,,3,2,6,10,8,north african ,1,4,3,1,2,2,2,male,20,2,3,1,2,0,1,1,1,1,2,2,4,4,2,4,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,4,,,,,,,4,3,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,14,31,31,NA,23,6,3,11,1,0,5,a,,,,
2,1,2,2,6,10,9,,1,1,3,,2,3,2,male,20,2,1,1,1,3,3,1,3,3,1,1,3,3,1,3,1,3,3,2,2,2,4,4,3,3,3,3,3,3,3,3,,,,,,,5,3,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,18,23,32,NA,20,7,12,6,1,0,6,a,,,,
1,"2,4",1,6,1,3,6,,2,4,3,1,3,4,4,female,35,2,1,1,1,3,3,1,3,3,1,1,3,3,2,3,1,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,3,1,3,1,1,3,2,2,2,2,2,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,18,20,20,12,30,13,12,6,5,3,5,c,2,5,1,4
1,1,3,1,6,1,9,,1,4,3,1,2,3,,male,20,2,3,3,3,1,2,4,2,3,4,4,3,3,3,3,0,2,2,1,1,1,4,4,2,3,3,3,3,4,4,3,3,4,3,4,4,4,5,4,6,7,7,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,29,19,33,22,11,12,8,21,3,5,4,c,4,1,1,8
1,1,1,4,6,1,2,,1,4,2,2,1,2,4,male,35,2,3,1,2,0,1,2,0,0,3,3,4,4,3,3,3,4,4,3,3,3,3,2,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,2,2,2,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,15,34,35,23,29,11,1,14,2,7,2,c,2,1,1,8
1,1,1,1,6,3,6,,1,2,3,2,1,2,,female,17,2,4,1,4,3,3,3,3,4,4,4,2,3,2,2,1,2,3,0,0,0,2,3,2,2,4,3,2,2,3,3,1,1,3,1,0,4,4,3,3,3,4,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,33,15,26,10,23,12,13,20,6,2,4,c,4,1,1,8
1,"1,3",2,2,7,3,1,,1,3,2,2,3,2,4,female,18,2,4,4,2,2,3,2,2,3,2,1,4,4,2,3,3,4,4,2,2,1,4,3,4,3,2,3,3,3,3,3,2,3,2,3,2,3,2,2,2,3,5,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,25,29,31,15,26,10,10,15,3,5,2,c,4,1,1,8
1,"1,7",2,2,7,2,5,,1,3,3,2,2,2,2,female,21,2,3,3,4,1,1,3,1,2,2,4,3,4,2,3,2,3,3,1,1,2,3,3,3,2,2,3,2,2,2,3,3,2,3,2,2,3,5,2,2,2,4,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,24,24,25,15,25,8,5,19,1,5,2,c,4,1,1,3
1,1,2,1,6,3,4,,1,3,3,2,1,3,,female,18,2,3,4,4,2,2,4,3,3,4,4,3,3,2,3,1,3,2,2,1,0,4,3,3,3,3,4,3,3,3,3,2,2,2,2,2,2,4,1,2,3,5,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,33,20,32,12,25,12,10,23,4,5,3,c,4,1,1,8
1,1,2,1,6,12,1,,1,3,3,1,1,2,,female,17,2,3,3,4,3,2,2,2,1,2,3,3,3,2,2,1,2,2,0,1,1,3,3,3,2,2,3,3,3,3,3,1,1,1,2,1,3,3,2,2,2,5,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,25,17,28,9,26,7,8,17,1,3,3,c,3,1,2,8
1,1,2,1,6,1,5,,1,3,2,2,1,2,,female,17,1,2,1,4,1,0,3,1,3,1,3,4,4,2,2,1,3,3,0,1,0,3,3,2,3,3,3,2,3,3,4,2,2,3,2,2,2,5,2,4,1,3,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,19,20,29,13,25,9,5,14,2,4,3,c,4,1,1,8
1,1,2,1,7,6,"1,5",,1,2,3,1,1,1,,female,18,2,2,2,4,3,4,1,2,2,3,2,3,3,2,3,1,2,1,0,0,0,2,3,2,2,1,3,2,2,2,1,0,4,1,3,3,2,7,5,3,5,7,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,25,15,20,13,13,11,11,14,3,3,5,c,4,1,1,7
1,1,1,1,6,3,5,,1,1,3,2,1,2,,female,18,2,3,4,3,2,3,3,2,2,3,1,3,3,2,3,1,2,2,1,1,1,3,3,3,2,2,3,2,2,3,3,1,1,2,3,3,1,7,3,6,6,7,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,26,19,26,11,11,9,9,17,3,3,3,c,4,1,1,3
1,1,2,1,6,6,1,,1,2,3,1,1,2,,male,17,2,2,2,1,2,1,1,1,1,3,1,3,2,1,3,1,3,4,2,2,2,3,2,3,2,2,3,3,2,3,3,1,1,2,0,1,2,3,1,4,5,4,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,15,23,26,7,23,8,5,10,2,3,3,c,4,3,1,8
1,1,2,1,6,3,5,,1,4,2,2,1,1,,female,17,2,2,2,3,2,3,1,1,1,2,3,2,4,2,3,3,4,4,0,1,3,3,3,3,1,2,2,3,2,2,1,1,1,1,4,3,4,6,2,2,3,6,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,20,26,22,14,21,7,7,13,1,5,1,c,4,1,1,8
1,1,2,1,6,6,6,,2,4,3,1,1,2,,female,18,2,1,3,2,1,3,2,0,2,3,1,4,4,2,3,3,4,4,1,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,2,2,2,2,3,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,18,30,40,21,29,9,6,12,3,5,1,c,4,1,1,8
1,1,2,1,6,3,1,,2,3,2,2,1,2,,female,18,2,3,3,4,2,2,2,2,2,3,4,4,4,1,3,2,4,3,2,1,3,4,3,4,3,3,4,3,3,4,4,2,2,3,3,4,3,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,27,27,35,17,30,7,8,19,1,5,1,c,4,1,1,8
1,1,2,1,6,5,6,,1,3,3,1,1,2,,female,19,1,1,1,3,2,2,2,1,2,0,1,4,4,3,3,2,3,2,0,2,1,3,2,3,3,3,4,3,2,3,3,2,4,1,3,3,2,5,3,3,3,6,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,15,24,29,15,20,9,7,8,0,5,4,c,4,1,1,8
1,1,2,3,6,12,1,,1,2,3,1,1,2,3,female,19,2,1,2,3,2,2,2,2,2,3,2,2,3,2,2,1,2,2,0,1,1,3,2,2,2,2,3,1,2,3,2,1,1,3,2,3,1,6,3,6,2,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,21,16,22,11,17,7,8,13,1,1,5,c,4,1,1,7
1,1,2,1,6,12,1,,1,3,2,1,1,2,,female,18,3,3,3,3,2,2,4,3,3,1,0,4,4,2,4,2,2,2,0,0,0,3,3,2,2,3,3,3,3,3,2,3,2,3,1,2,3,2,2,3,2,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,24,20,27,14,30,10,10,14,3,3,4,c,4,1,,6
1,1,2,2,6,3,1,,1,4,3,1,1,3,3,female,19,2,2,1,3,1,2,3,2,2,2,2,4,4,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,2,1,2,2,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,20,29,30,15,30,9,7,13,1,6,2,c,2,1,1,8
1,1,2,1,6,6,1,,1,2,2,2,1,2,,female,18,2,2,2,4,2,1,1,2,1,1,1,3,3,2,3,1,2,3,0,1,1,3,3,3,2,2,3,3,3,4,3,1,1,1,3,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,17,19,29,12,26,5,6,11,0,3,2,c,4,1,4,6
1,1,1,1,6,3,1,,2,3,4,1,1,4,,female,17,2,2,1,4,1,2,0,3,1,1,0,3,4,2,4,3,2,3,2,2,2,3,4,3,4,4,4,4,2,2,3,3,3,3,2,2,3,3,2,2,4,6,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,15,27,33,16,23,7,7,8,1,4,2,c,4,1,1,8
1,1,2,1,6,1,4,,1,3,3,1,2,3,,female,19,2,3,3,4,2,3,3,1,1,2,3,4,4,2,4,3,3,4,3,2,2,3,3,4,4,4,4,2,3,4,4,1,2,1,2,1,2,2,2,4,4,3,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,25,31,35,9,25,11,7,18,2,6,3,c,4,1,1,5
1,1,1,1,6,3,5,,1,1,2,2,1,2,,female,18,2,3,3,4,1,3,2,2,2,3,3,3,3,1,3,2,3,3,1,1,2,3,3,3,2,3,3,2,3,3,3,3,1,3,1,1,2,3,5,5,5,6,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,26,22,28,11,16,9,8,18,2,5,2,c,1,1,1,8
1,1,2,1,6,3,6,,2,4,2,2,2,1,,female,18,2,3,4,4,2,3,4,3,2,4,4,3,3,2,3,2,1,2,1,1,1,3,3,3,3,3,3,2,3,3,3,3,1,0,1,0,1,3,2,3,3,4,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,33,19,29,6,25,11,10,23,4,4,3,c,4,1,1,8
1,1,2,1,6,3,6,,1,2,3,,2,2,,female,18,2,4,4,4,2,3,2,4,3,3,3,4,3,3,3,1,3,3,1,1,2,3,2,3,1,3,3,2,3,3,3,3,2,2,3,3,4,7,5,6,4,4,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,32,24,26,17,14,13,12,20,4,6,3,c,4,1,1,8
1,1,3,1,6,3,4,,1,3,2,2,1,2,,female,18,2,0,0,2,2,3,0,1,1,0,1,4,4,1,3,1,2,2,1,1,2,3,2,3,3,4,4,3,4,4,3,1,1,1,0,1,1,4,4,3,5,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,10,21,33,5,23,9,7,3,2,3,4,c,4,1,1,8
1,1,2,2,6,3,6,,1,3,3,2,1,2,4,male,18,2,2,0,4,2,2,2,3,2,2,4,3,3,3,4,1,2,2,2,1,1,4,3,4,4,4,4,2,3,3,4,1,2,0,2,1,1,5,6,4,3,3,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,23,22,35,7,19,9,9,14,1,5,3,c,4,1,1,4
1,1,1,2,6,3,1,,1,3,2,2,1,2,4,female,19,2,4,1,4,2,2,3,2,4,2,3,2,2,2,2,0,2,1,1,1,1,3,3,3,2,2,3,2,3,3,3,1,3,0,3,3,3,7,5,7,7,7,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,27,14,27,13,7,6,10,17,2,1,3,c,4,1,1,8
1,1,1,1,6,6,6,,1,4,2,2,1,4,,female,18,2,3,2,4,2,3,4,4,4,3,4,3,4,2,3,2,2,3,0,1,0,4,2,3,2,2,4,1,3,3,3,3,2,3,3,3,3,3,1,2,3,6,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,33,20,27,17,25,12,13,20,5,4,3,c,4,1,1,8
1,1,2,1,6,3,6,,2,1,3,1,1,1,,female,19,2,4,4,4,3,3,1,3,2,1,4,2,3,0,3,0,1,1,1,1,0,3,3,3,3,3,4,2,2,2,2,0,4,0,2,2,2,7,5,7,5,6,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,29,12,27,10,10,9,11,18,3,3,3,c,4,1,1,8
1,1,2,1,6,2,1,,2,4,3,2,2,2,,male,18,2,3,2,3,2,1,3,1,2,1,3,3,3,2,3,2,3,2,1,1,1,3,4,2,3,2,3,3,4,4,4,3,1,2,1,1,3,4,4,3,1,4,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,21,21,32,11,24,10,6,15,1,5,4,c,4,1,6,7
1,1,2,2,6,3,6,,1,1,2,2,2,1,4,female,19,2,1,3,3,2,3,2,2,2,4,3,3,3,2,3,2,2,2,1,1,1,3,1,3,3,2,3,2,3,3,3,1,0,1,1,1,2,3,4,2,2,7,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,25,20,26,6,22,10,9,16,2,4,4,c,4,1,1,7
1,1,2,1,6,3,1,,1,2,3,2,1,2,,male,17,2,2,0,3,2,2,1,2,2,1,1,3,3,3,4,3,3,3,1,2,3,3,2,3,3,3,3,4,3,3,3,3,3,3,2,1,2,2,2,1,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,16,28,30,14,30,8,8,8,0,6,2,c,4,1,1,8
1,1,2,1,6,6,1,,1,3,3,2,1,4,,male,18,2,1,4,4,3,2,1,2,2,3,2,3,2,1,2,0,2,1,1,1,0,3,2,3,2,2,3,1,1,2,2,0,0,0,0,0,1,4,4,5,5,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,24,13,21,1,17,7,9,15,2,1,4,c,4,1,1,
1,1,3,1,6,1,6,,2,4,3,1,2,3,,female,18,2,3,3,3,1,2,3,2,1,2,3,3,4,2,2,2,3,3,1,1,1,3,2,3,3,2,3,2,2,3,2,3,2,3,1,1,3,2,3,3,2,2,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,23,22,25,13,28,8,6,17,1,4,3,c,4,1,8,8
1,1,2,1,6,3,4,,1,3,3,1,1,2,,female,18,2,2,2,3,1,3,1,1,2,1,3,4,4,3,3,3,3,3,1,1,1,3,2,3,3,3,4,4,4,4,3,2,4,3,2,3,2,6,2,2,3,5,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,19,26,33,16,22,11,7,12,1,7,3,c,4,1,1,8
1,1,2,1,6,2,5,,1,1,2,2,1,4,,female,19,2,4,2,1,3,3,2,2,2,3,2,3,3,2,3,2,3,3,1,1,1,4,2,3,3,3,4,2,4,3,2,1,2,4,4,4,3,6,3,6,7,7,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,24,22,30,18,11,11,10,14,4,4,3,c,4,1,1,5
1,1,1,1,7,5,5,,1,4,3,1,1,2,,female,18,2,2,3,4,1,3,1,2,1,2,3,4,4,2,3,2,3,3,2,2,3,2,2,3,3,2,3,3,4,4,4,1,1,1,1,1,1,3,3,2,3,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,22,28,30,6,28,9,7,15,1,5,3,c,4,1,1,6
1,1,1,1,6,12,8,South American,1,4,2,2,1,2,,female,17,2,3,4,4,2,0,1,4,2,3,4,4,3,1,3,3,3,3,0,1,1,3,3,4,3,3,3,4,2,3,3,1,4,4,1,3,2,3,2,3,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,27,22,31,15,30,10,8,19,2,6,2,c,4,1,1,8
1,1,1,1,6,2,6,,1,4,3,1,1,2,,female,17,2,1,0,3,0,1,0,1,1,2,1,4,4,3,3,3,4,4,2,2,2,3,3,4,3,4,4,4,3,3,4,3,3,4,4,4,4,1,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,10,31,35,22,33,8,3,7,0,6,2,c,4,1,1,5
1,1,2,1,6,3,5,,1,3,3,1,1,2,,female,18,2,2,2,4,2,2,4,2,1,3,3,3,3,2,2,1,2,3,2,1,1,3,2,2,2,2,3,2,3,3,2,3,1,1,0,1,1,3,2,2,2,3,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,25,20,24,7,28,9,7,18,2,3,4,c,4,1,1,8
