claim_id,study_id,prior_label,rscale,model_null,model_alt,method,bf10,log_bf10,log10_bf10,bf_error,bridge_span_log10,bridge_repetitions
study_43_claim_01,study_43,narrow,0.3,outcome_z ~ 0 + nuisance_1 + nuisance_2,outcome_z ~ 0 + focal + nuisance_1 + nuisance_2,adjusted_contrast_gaussian_bridge_sampling,3.4292743325729345,1.2323486739473082,0.5352022288761056,3.603000949487343e-4,0.0010010807830754809,5
study_43_claim_01,study_43,primary,0.6,outcome_z ~ 0 + nuisance_1 + nuisance_2,outcome_z ~ 0 + focal + nuisance_1 + nuisance_2,adjusted_contrast_gaussian_bridge_sampling,2.3446819773525616,0.8521497753677181,0.37008394519729554,6.034039700503753e-4,0.0015579571347710264,5
study_43_claim_01,study_43,wide,1,outcome_z ~ 0 + nuisance_1 + nuisance_2,outcome_z ~ 0 + focal + nuisance_1 + nuisance_2,adjusted_contrast_gaussian_bridge_sampling,1.523436709654453,0.42096877585307196,0.18282441640655603,3.411318267205322e-4,8.378856592788086e-4,5
study_43_claim_02,study_43,narrow,0.3,outcome_z ~ 0 + nuisance_1 + nuisance_2,outcome_z ~ 0 + focal + nuisance_1 + nuisance_2,adjusted_contrast_gaussian_bridge_sampling,514.219779558147,6.242650760755029,2.711148777845046,7.325018654769821e-4,0.0019021008724084965,5
study_43_claim_02,study_43,primary,0.6,outcome_z ~ 0 + nuisance_1 + nuisance_2,outcome_z ~ 0 + focal + nuisance_1 + nuisance_2,adjusted_contrast_gaussian_bridge_sampling,665.388459278528,6.500371019398091,2.8230752640484065,5.052092649196954e-4,0.0012031163421832858,5
study_43_claim_02,study_43,wide,1,outcome_z ~ 0 + nuisance_1 + nuisance_2,outcome_z ~ 0 + focal + nuisance_1 + nuisance_2,adjusted_contrast_gaussian_bridge_sampling,503.56981322133555,6.221722358398492,2.7020596881865506,5.918579903021137e-4,0.0014964829471382224,5
