claim_id,study_id,prior_label,rscale,bf10,log_bf10,log10_bf10,bf_error,bridge_span_log10,bridge_repetitions,model_null,model_alt,method,f_reconstructed,df1_reconstructed,df2_reconstructed,n_total
study_55_claim_01,study_55,narrow,0.25,55481518809.80252,24.739315807825875,10.744148341400665,3.8163556212364013e-4,9.166510666034355e-4,5,outcome_z ~ 0 + Intercept; sigma ~ 0 + condition,outcome_z ~ 0 + Intercept + contrast_1 + contrast_2 + contrast_3; sigma ~ 0 + condition,heteroscedastic_gaussian_anova_bridge_sampling,35.642055991156035,3,79.56855063339802,154
study_55_claim_01,study_55,primary,0.5,2355712805782.5566,28.487864475213975,12.372122342793105,6.667179976514643e-4,0.0013448983351356247,5,outcome_z ~ 0 + Intercept; sigma ~ 0 + condition,outcome_z ~ 0 + Intercept + contrast_1 + contrast_2 + contrast_3; sigma ~ 0 + condition,heteroscedastic_gaussian_anova_bridge_sampling,35.642055991156035,3,79.56855063339802,154
study_55_claim_01,study_55,wide,0.7071067811865476,2558574251566.828,28.570471286293532,12.40799802501258,7.945021410994659e-4,0.0018886960929247465,5,outcome_z ~ 0 + Intercept; sigma ~ 0 + condition,outcome_z ~ 0 + Intercept + contrast_1 + contrast_2 + contrast_3; sigma ~ 0 + condition,heteroscedastic_gaussian_anova_bridge_sampling,35.642055991156035,3,79.56855063339802,154
