"claim_id","prior_label","bf10","delta4","delta5","post_prop","rhat_max_m7","rhat_max_m8"
"study_40_claim_01","primary",870.493050656074,0.244274785160559,0.223297944229288,0.996583333333333,1.00197463653512,1.00197463653512
