claim_id,study_id,prior_label,rscale,model_null,model_alt,method,bf10,log_bf10,log10_bf10,bf_error,bridge_span_log10,bridge_repetitions
study_43_claim_01,study_43,narrow,0.3,outcome_z ~ 0 + nuisance_1 + nuisance_2,outcome_z ~ 0 + focal + nuisance_1 + nuisance_2,adjusted_contrast_gaussian_bridge_sampling,3.416208956684877,1.228531444045234,0.5335444269934786,9.073354085518525e-4,0.002128956931077952,5
study_43_claim_01,study_43,primary,0.6,outcome_z ~ 0 + nuisance_1 + nuisance_2,outcome_z ~ 0 + focal + nuisance_1 + nuisance_2,adjusted_contrast_gaussian_bridge_sampling,2.344409066070725,0.8520333727303552,0.37003339217420983,0.0011513538124115533,0.0027240967267583294,5
study_43_claim_01,study_43,wide,1,outcome_z ~ 0 + nuisance_1 + nuisance_2,outcome_z ~ 0 + focal + nuisance_1 + nuisance_2,adjusted_contrast_gaussian_bridge_sampling,1.5174328097788692,0.4170199660545393,0.18110947010096778,7.067914788634419e-4,0.001681647558886612,5
study_43_claim_02,study_43,narrow,0.3,outcome_z ~ 0 + nuisance_1 + nuisance_2,outcome_z ~ 0 + focal + nuisance_1 + nuisance_2,adjusted_contrast_gaussian_bridge_sampling,513.9239827984386,6.242075361129608,2.710898884962836,5.942985042832041e-4,0.0015970521839907548,5
study_43_claim_02,study_43,primary,0.6,outcome_z ~ 0 + nuisance_1 + nuisance_2,outcome_z ~ 0 + focal + nuisance_1 + nuisance_2,adjusted_contrast_gaussian_bridge_sampling,666.6400937771348,6.5022503107452705,2.8238914299103755,4.4386391446281343e-4,9.874873867863343e-4,5
study_43_claim_02,study_43,wide,1,outcome_z ~ 0 + nuisance_1 + nuisance_2,outcome_z ~ 0 + focal + nuisance_1 + nuisance_2,adjusted_contrast_gaussian_bridge_sampling,503.3020907245419,6.221190567806156,2.7018287344667713,6.805530381508572e-4,0.0018209448077364243,5
