claim_id,study_id,stat_test,bf_family,design,bf_sidedness,bf_direction,observed_sign,direction_matches_observed,prior_label,rscale,t_for_bf,df_for_bf,r_value,n1,n2,n_total,p_value,bf10,log_bf10,log10_bf10,bf_error,prior_family,model_null,model_alt,method
study_39_claim_02,study_39,spearman_correlation,rank_latent_normal,wave3,two_sided,,,,primary,,,,,,,30,0.03141382760977439,3.3666435720449233,1.213916275366939,0.52719713988441,,stretched_beta,latent rho = 0,latent rho != 0,latent_normal_spearman_gibbs
study_39_claim_02,study_39,spearman_correlation,rank_latent_normal,wave3,two_sided,,,,wide,,,,,,,30,0.03141382760977439,2.6774316655063326,0.9848580012610776,0.42771839540595186,,stretched_beta,latent rho = 0,latent rho != 0,latent_normal_spearman_gibbs
study_40_claim_01,study_40,chi_square_difference,sem_marginal_likelihood,wave3,two_sided,,,,primary,,,,,180,190,370,0.00577128301535579,1.53656840151644,0.4295516193433288,0.18655189797341382,,blavaan_default,Model 8: loadings constrained equal across groups,Model 7: group-specific post-intervention loadings,blavaan_bgrowth_margloglik
study_44_claim_01,study_44,manova,generalized_fractional,wave3,two_sided,,,,primary,,,,,106,107,213,1.7157316959997989e-13,2692131025.8733244,21.713598919859933,9.430096193155578,,fractional,all rating-magnitude coefficients = 0,at least one rating-magnitude coefficient != 0,BFpack_generalized_fractional
study_44_claim_01,study_44,manova,generalized_fractional,wave3,two_sided,,,,sensitivity_b2,,,,,106,107,213,1.7157316959997989e-13,2692131025.8733244,21.713598919859933,9.430096193155578,,fractional,all rating-magnitude coefficients = 0,at least one rating-magnitude coefficient != 0,BFpack_generalized_fractional
study_44_claim_01,study_44,manova,generalized_fractional,wave3,two_sided,,,,sensitivity_b3,,,,,106,107,213,1.7157316959997989e-13,2692131025.8733244,21.713598919859933,9.430096193155578,,fractional,all rating-magnitude coefficients = 0,at least one rating-magnitude coefficient != 0,BFpack_generalized_fractional
study_44_claim_02,study_44,manova,generalized_fractional,wave3,two_sided,,,,primary,,,,,109,104,213,0.713933591700381,3.1280097468901913e-6,-12.675113619272576,-5.504731902346834,,fractional,all quizzing-comment coefficients = 0,at least one quizzing-comment coefficient != 0,BFpack_generalized_fractional
study_44_claim_02,study_44,manova,generalized_fractional,wave3,two_sided,,,,sensitivity_b2,,,,,109,104,213,0.713933591700381,3.1280097468901913e-6,-12.675113619272576,-5.504731902346834,,fractional,all quizzing-comment coefficients = 0,at least one quizzing-comment coefficient != 0,BFpack_generalized_fractional
study_44_claim_02,study_44,manova,generalized_fractional,wave3,two_sided,,,,sensitivity_b3,,,,,109,104,213,0.713933591700381,3.1280097468901913e-6,-12.675113619272576,-5.504731902346834,,fractional,all quizzing-comment coefficients = 0,at least one quizzing-comment coefficient != 0,BFpack_generalized_fractional
study_45_claim_01,study_45,friedman_test,rank_latent_normal_rm,wave3,two_sided,,,,primary,,,,,,,546,3.8950536093264133e-286,17006838009191272e214,530.1256017946523,230.2306235750581,,adjusted_fractional,equal dimension means (Friedman exchangeability),at least one dimension mean differs,latent_normal_friedman_gibbs_afbf
