claim_id,study_id,prior_label,rscale,bf10,log_bf10,log10_bf10,bf_error,bridge_sd_log10,bridge_span_log10,bridge_repetitions,model_null,model_alt,method
study_37_claim_01,study_37,narrow,0.3,6.405790295089754,1.857202314948637,0.8065727171601381,,0.00795825197601642,0.0203668880503034,5,full Bayesian GLMM without HUMAN_family1,full Bayesian GLMM with HUMAN_family1,full_bayesian_glmm_bridge_sampling
study_37_claim_01,study_37,primary,0.6,24.963933439098625,3.2174321207927505,1.3973130159585683,,0.004078942384531938,0.010839575936307133,5,full Bayesian GLMM without HUMAN_family1,full Bayesian GLMM with HUMAN_family1,full_bayesian_glmm_bridge_sampling
study_37_claim_01,study_37,wide,1,35.27177325097605,3.563083019450715,1.5474272939106224,,0.0032293555194197856,0.008734093077781724,5,full Bayesian GLMM without HUMAN_family1,full Bayesian GLMM with HUMAN_family1,full_bayesian_glmm_bridge_sampling
study_37_claim_02,study_37,narrow,0.3,1.640601255991285,0.49506279415447807,0.21500303969689524,,0.007036388812775493,0.016359181503610654,5,full Bayesian GLMM without synchronous11,full Bayesian GLMM with synchronous11,full_bayesian_glmm_bridge_sampling
study_37_claim_02,study_37,primary,0.6,2.9490540482539154,1.0814844573199593,0.46968273207819117,,0.002906239234328625,0.00749137784084819,5,full Bayesian GLMM without synchronous11,full Bayesian GLMM with synchronous11,full_bayesian_glmm_bridge_sampling
study_37_claim_02,study_37,wide,1,3.703766284952444,1.3093502167781708,0.5686435740255861,,0.0031988517860542984,0.008531473697007463,5,full Bayesian GLMM without synchronous11,full Bayesian GLMM with synchronous11,full_bayesian_glmm_bridge_sampling
